Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,year
-96.0,64.317,BAKER LAKE CLIMATE,2300501,NU,10.7,2.0,,22.3,2.0,2.6,0.0,,,,13.5,2.0,,,1.0,,,,212.6,0.0,2015
-96.078,64.299,BAKER LAKE A,2300503,NU,11.2,0.0,,25.5,0.0,1.3,0.0,0.0,0.0,,15.6,0.0,,,1.0,,,,211.5,0.0,2015
-108.015,66.838,BATHURST INLET,2300551,NU,12.8,1.0,,27.9,1.0,4.8,0.0,,,,30.5,2.0,,,7.0,,,,160.2,5.3,2015
-115.144,67.817,KUGLUKTUK A,2300903,NU,11.4,0.0,,27.8,0.0,0.8,0.0,0.0,0.0,,55.2,0.0,,,13.0,,,,204.6,1.0,2015
-115.135,67.817,KUGLUKTUK CLIMATE,2300904,NU,11.5,0.0,,27.8,0.0,0.9,0.0,,,,49.3,0.0,,,12.0,,,,203.5,1.2,2015
-94.067,61.1,ARVIAT A,2300MKF,NU,10.6,2.0,-0.2,26.5,2.0,4.0,2.0,0.0,2.0,,26.6,2.0,,,7.0,,,,213.6,0.0,2015
-83.359,64.193,CORAL HARBOUR A,2301002,NU,7.1,0.0,,22.5,0.0,-2.3,0.0,1.0,0.0,,27.0,0.0,,,5.0,,,,336.7,0.0,2015
-83.617,64.333,CORAL HARBOUR RCS,2301010,NU,7.2,0.0,,22.2,0.0,-1.9,0.0,,,,25.5,2.0,,,4.0,,,,333.4,0.0,2015
-100.884,61.132,ENNADAI LAKE (AUT),2301102,NU,12.7,0.0,,25.0,0.0,4.6,0.0,,,,49.6,1.0,,,9.0,,,,164.5,1.4,2015
-94.067,61.1,ARVIAT CLIMATE,2301153,NU,9.6,0.0,,26.6,0.0,3.6,0.0,,,,35.7,1.0,,,8.0,,,,259.5,0.4,2015
-95.85,68.636,GJOA HAVEN A,2302337,NU,7.2,1.0,,21.0,1.0,-1.0,0.0,,,,17.4,1.0,,,2.0,,,,322.6,0.0,2015
-95.85,68.636,GJOA HAVEN CLIMATE,2302340,NU,7.2,1.0,,20.8,1.0,-1.1,0.0,,,,4.1,4.0,,,1.0,,,,323.8,0.0,2015
-100.087,68.318,HAT ISLAND,2302370,NU,6.4,2.0,,18.8,2.0,-0.9,0.0,,,,,,,,,,,,337.7,0.0,2015
-89.726,68.437,CAM FOUR,2303093,NU,6.4,5.0,,21.8,5.0,-0.4,2.0,,,,,,,,,,,,300.7,0.0,2015
-89.796,68.538,KUGAARUK CLIMATE,2303094,NU,7.6,0.0,,22.5,0.0,-2.0,0.0,,,,34.9,0.0,,,5.0,,,,323.8,0.0,2015
-92.115,62.811,RANKIN INLET A,2303405,NU,9.4,0.0,,20.9,0.0,3.5,0.0,0.0,0.0,,63.6,1.0,,,8.0,,,,267.7,0.0,2015
-102.429,65.1,ROBERTSON LAKE (AUT),2303610,NU,11.5,1.0,,27.2,1.0,3.1,1.0,,,,36.6,6.0,,,5.0,,,,195.9,2.3,2015
-79.26,56.537,SANIKILUAQ,2303668,NU,8.0,0.0,,24.0,0.0,1.3,0.0,,,,54.0,0.0,,,13.0,,,,311.3,0.0,2015
-93.433,68.817,SHEPHERD BAY A,2303685,NU,7.4,2.0,,18.7,1.0,0.0,1.0,,,,,,,,,,,,306.1,0.0,2015
-119.219,69.276,CROKER RIVER,230J01Q,NU,8.9,0.0,,19.3,0.0,1.5,0.0,,,,,,,,,,,,282.5,0.0,2015
-111.246,65.755,LUPIN CS,230N002,NU,11.1,1.0,,25.6,1.0,2.5,0.0,,,,,,,,,,,,209.1,1.9,2015
-62.333,82.5,ALERT CLIMATE,2400305,NU,-0.2,3.0,,12.4,2.0,-4.8,2.0,,,,7.6,3.0,,,3.0,,,,508.2,0.0,2015
-62.333,82.5,ALERT UA,2400306,NU,,,,,,,,8.8,0.0,,4.4,0.0,,0.0,2.0,,,,,,2015
-85.012,72.993,ARCTIC BAY CS,2400404,NU,4.7,4.0,,15.6,3.0,-1.3,2.0,,,,4.5,28.0,,,1.0,,,,357.8,0.0,2015
-64.146,63.34,BREVOORT ISLAND,2400565,NU,3.9,0.0,,18.0,0.0,-2.6,0.0,,,,,,,,,,,,436.4,0.0,2015
-63.789,67.536,FOX FIVE,2400570,NU,2.9,1.0,,12.4,1.0,-3.3,0.0,,,,,,,,,,,,453.8,0.0,2015
-64.033,67.547,QIKIQTARJUAQ CLIMATE,2400573,NU,2.5,0.0,,14.1,0.0,-3.4,0.0,,,,42.3,0.0,,,9.0,,,,479.6,0.0,2015
-64.032,67.547,QIKIQTARJUAQ A,2400577,NU,2.6,1.0,,13.4,1.0,-3.4,1.0,,,,43.1,1.0,,,9.0,,,,462.3,0.0,2015
-105.137,69.108,CAMBRIDGE BAY A,2400601,NU,8.7,0.0,,20.3,0.0,0.9,0.0,0.0,0.0,,11.8,1.0,,,4.0,,,,288.4,0.0,2015
-105.138,69.108,CAMBRIDGE BAY GSN,2400602,NU,8.8,1.0,,20.7,1.0,1.1,0.0,,,,10.4,1.0,,,4.0,,,,275.3,0.0,2015
-76.53,64.231,CAPE DORSET CLIMATE,2400636,NU,5.3,0.0,,16.8,0.0,-0.3,0.0,,,,45.0,1.0,,,9.0,,,,393.8,0.0,2015
-76.525,64.23,CAPE DORSET A,2400637,NU,5.3,0.0,,16.7,0.0,-0.2,0.0,,,,35.8,0.0,,,9.0,,,,392.8,0.0,2015
-61.383,66.65,CAPE DYER,2400650,NU,1.5,2.0,,12.9,2.0,-4.3,2.0,,,,,,,,,,,,477.3,0.0,2015
-66.815,68.473,CAPE HOOPER,2400660,NU,2.0,1.0,,11.9,1.0,-3.3,0.0,,,,,,,,,,,,479.9,0.0,2015
-107.823,69.036,CAPE PEEL WEST,2400697,NU,8.5,0.0,,21.0,0.0,0.8,0.0,,,,,,,,,,,,293.1,0.0,2015
-68.517,70.483,CLYDE RIVER CLIMATE,2400802,NU,3.2,0.0,,17.7,0.0,-2.6,0.0,,,,58.6,0.0,,,14.0,,,,460.1,0.0,2015
-68.517,70.486,CLYDE RIVER A,2400804,NU,3.2,2.0,,17.9,2.0,-2.4,2.0,,,,62.2,2.0,,,13.0,,,,428.9,0.0,2015
-63.578,64.958,CAPE MERCY,2400F63,NU,2.9,1.0,,12.2,1.0,-3.3,0.0,,,,,,,,,,,,454.5,0.0,2015
-71.167,68.65,DEWAR LAKES,2401030,NU,2.9,0.0,,10.2,0.0,-2.5,0.0,,,,,,,,,,,,468.5,0.0,2015
-85.933,79.983,EUREKA A,2401200,NU,4.1,0.0,0.9,12.2,0.0,-3.5,0.0,0.0,0.0,0.0,8.5,0.0,53.0,0.0,3.0,,,,430.9,0.0,2015
-94.198,72.018,FORT ROSS,2402051,NU,3.7,0.0,,12.7,0.0,-1.5,0.0,,,,19.1,5.0,,,6.0,,,,443.3,0.0,2015
-100.267,70.633,GATESHEAD ISLAND,2402332,NU,2.6,0.0,,13.8,0.0,-1.9,0.0,,,,29.0,1.0,,,6.0,,,,476.3,0.0,2015
-82.902,76.423,GRISE FIORD CLIMATE,2402351,NU,4.7,19.0,,12.5,19.0,-0.5,17.0,,,,32.0,19.0,,,2.0,,,,159.1,0.0,2015
-81.244,68.776,HALL BEACH CLIMATE,2402353,NU,5.0,0.0,,20.7,0.0,0.8,0.0,,,,31.0,0.0,,,7.0,,,,402.9,0.0,2015
-81.243,68.776,HALL BEACH A,2402354,NU,6.3,0.0,,21.0,0.0,2.2,0.0,,,,34.6,0.0,,,8.0,,,,362.4,0.0,2015
-68.544,63.747,IQALUIT CLIMATE,2402592,NU,5.7,1.0,,20.4,1.0,-1.7,0.0,,,,52.9,2.0,,,5.0,,,,369.7,0.0,2015
-68.55,63.75,IQALUIT UA,2402594,NU,,,,,,,,0.0,0.0,,53.4,0.0,,0.0,6.0,,,,,,2015
-103.554,78.792,ISACHSEN (AUT),2402604,NU,2.1,0.0,,11.1,0.0,-2.8,0.0,,,,12.4,4.0,,,4.0,,,,492.6,0.0,2015
-65.711,66.143,PANGNIRTUNG,2403049,NU,4.5,7.0,,14.3,6.0,-2.4,1.0,,,,23.4,9.0,,,6.0,,,,324.9,0.0,2015
-77.958,72.693,POND INLET CLIMATE,2403204,NU,5.0,0.0,,13.8,0.0,-3.3,0.0,,,,12.6,0.0,,,2.0,,,,403.3,0.0,2015
-77.969,72.689,POND INLET A,2403206,NU,5.1,0.0,,13.7,0.0,-2.5,0.0,,,,12.7,0.0,,,2.0,,,,398.9,0.0,2015
-105.715,75.377,REA POINT,2403450,NU,1.9,1.0,,7.4,1.0,-1.7,1.0,,,,,,,,,,,,481.9,0.0,2015
-94.969,74.717,RESOLUTE BAY A,2403498,NU,2.9,0.0,,12.9,0.0,-2.3,0.0,0.0,0.0,,15.5,0.0,,,4.0,,,,466.6,0.0,2015
-94.983,74.716,RESOLUTE CS,2403505,NU,2.7,0.0,,11.0,0.0,-2.3,0.0,,,,16.9,0.0,,,3.0,,,,473.5,0.0,2015
-64.633,61.6,RESOLUTION ISLAND,2403602,NU,5.0,1.0,,16.0,1.0,-0.8,0.0,,,,,,,,,,,,389.3,0.0,2015
-79.033,69.083,ROWLEY ISLAND,2403625,NU,5.1,0.0,,14.3,0.0,-0.7,0.0,,,,,,,,,,,,399.7,0.0,2015
-105.296,73.766,STEFANSSON ISLAND,2403756,NU,2.6,0.0,,16.2,0.0,-2.5,0.0,,,,9.8,8.0,,,4.0,,,,477.7,0.0,2015
-91.816,81.161,SVARTEVAEG,2403833,NU,0.7,0.0,,8.0,0.0,-3.9,0.0,,,,9.8,7.0,,,1.0,,,,535.1,0.0,2015
-93.577,69.547,TALOYOAK A,2403855,NU,7.2,0.0,,16.9,0.0,0.3,0.0,0.0,2.0,,20.2,3.0,,,3.0,,,,335.0,0.0,2015
-89.446,65.879,WAGER BAY (AUT),2403945,NU,,,,,,,,,,,0.2,21.0,,,0.0,,,,,,2015
-119.989,74.139,NANGMAGVIK LAKE,2500440,NT,,,,16.7,29.0,-0.4,27.0,,,,,,,,,,,,,,2015
-117.8,70.761,HOLMAN CS,2502505,NT,8.3,0.0,,16.5,0.0,1.6,0.0,,,,41.3,0.0,,,8.0,,,,299.4,0.0,2015
-125.254,71.993,SACHS HARBOUR CLIMATE,2503648,NT,4.5,0.0,,14.9,0.0,-1.8,0.0,,,,19.4,6.0,,,4.0,,,,418.9,0.0,2015
-119.347,76.238,MOULD BAY CS,250M001,NT,3.0,0.0,,10.9,0.0,-1.8,0.0,,,,11.6,3.0,,,5.0,,,,465.9,0.0,2015
-112.967,54.283,ABEE AGDM,3010010,AB,14.4,0.0,,29.5,0.0,-1.4,0.0,,,,19.4,6.0,,,5.0,,,,117.6,6.2,2015
-111.181,53.113,ALBERT HALL AGCM,3010060,AB,16.3,0.0,,33.0,0.0,-0.1,0.0,,,,55.9,0.0,,,6.0,,,,70.4,17.7,2015
-111.779,52.315,ALLIANCE AGCM,3010162,AB,16.6,0.0,,34.0,0.0,2.7,0.0,,,,122.4,9.0,,,5.0,,,,65.9,23.4,2015
-112.233,54.017,ANDREW,3010234,AB,17.3,1.0,1.3,31.0,1.0,2.0,1.0,0.0,1.0,,50.2,1.0,,,9.0,,,,43.0,21.5,2015
-112.279,53.917,ANDREW AGDM,3010237,AB,15.0,0.0,,29.6,0.0,-0.8,0.0,,,,19.3,4.0,,,3.0,,,,102.2,8.3,2015
-111.465,52.582,BELLSHILL AGCM,3010650,AB,17.4,0.0,,34.8,0.0,3.2,0.0,,,,3.6,11.0,,,1.0,,,,51.6,32.3,2015
-110.101,52.124,BODO AGDM,3010730,AB,17.5,0.0,,33.5,0.0,3.6,0.0,,,,85.2,5.0,,,6.0,,,,52.4,35.8,2015
-114.483,53.167,BRETON,3010815,AB,15.7,0.0,,30.5,0.0,1.5,0.0,0.0,0.0,,45.8,0.0,,0.0,6.0,,,,84.2,13.4,2015
-114.441,53.089,BRETON PLOTS,3010816,AB,15.6,0.0,,29.8,0.0,2.8,0.0,,,,41.2,0.0,,,7.0,,,,85.9,11.0,2015
-113.889,53.997,BUSBY,3010978,AB,16.4,0.0,,30.5,0.0,3.0,0.0,0.0,0.0,,16.0,0.0,,0.0,5.0,,,,62.0,13.3,2015
-113.922,53.931,BUSBY AGCM,3010979,AB,15.9,0.0,,30.2,0.0,-0.2,0.0,,,,12.6,0.0,,,3.0,,,,78.6,12.4,2015
-110.51,52.334,CADOGAN AGCM,3010992,AB,17.4,0.0,,34.6,0.0,3.5,0.0,,,,101.6,4.0,,,5.0,,,,52.5,33.8,2015
-112.817,53.05,CAMROSE,3011240,AB,16.1,0.0,0.3,31.9,0.0,3.0,0.0,,,,58.5,1.0,,,12.0,,,,75.5,16.0,2015
-112.8,52.95,CAMROSE 2,3011241,AB,15.7,24.0,,32.0,14.0,3.0,14.0,0.0,4.0,,40.6,4.0,,0.0,9.0,,,,19.1,2.8,2015
-114.654,53.234,CARNWOOD,3011350,AB,15.3,0.0,,29.5,0.0,0.5,0.0,0.0,0.0,,50.0,0.0,,0.0,9.0,,,,89.6,6.6,2015
-110.713,51.937,CONSORT AGDM,3011815,AB,17.2,0.0,,35.5,0.0,3.6,0.0,,,,62.0,9.0,,,6.0,,,,59.5,35.4,2015
-111.449,52.074,CORONATION CLIMATE,3011887,AB,16.4,0.0,,35.4,0.0,1.7,0.0,,,,96.3,0.0,,,4.0,,,,71.6,23.2,2015
-113.903,52.733,CRESTOMERE AGCM,3011892,AB,15.6,0.0,,32.9,0.0,1.0,0.0,,,,56.1,2.0,,,7.0,,,,87.3,11.5,2015
-113.95,52.75,DAKOTA WEST,3011953,AB,16.2,0.0,1.2,32.5,0.0,2.0,0.0,0.0,0.0,0.0,58.7,0.0,86.0,0.0,10.0,,,,72.6,16.5,2015
-113.176,52.183,DELBURNE AGCM,3012050,AB,16.3,0.0,,33.6,0.0,3.6,0.0,,,,112.0,0.0,,,7.0,,,,70.1,17.5,2015
-110.588,53.659,DEWBERRY AGCM,3012073,AB,16.3,0.0,,33.2,0.0,0.3,0.0,,,,47.2,3.0,,,6.0,,,,72.4,19.6,2015
-112.351,52.517,DONALDA SOUTH,3012095,AB,16.3,0.0,,33.5,0.0,0.0,0.0,0.0,0.0,,85.2,0.0,,0.0,10.0,,,,70.7,17.9,2015
-110.433,52.778,EDGERTON AGCM,3012192,AB,16.9,0.0,,33.3,0.0,0.6,0.0,,,,91.3,1.0,,,7.0,,,,60.1,26.6,2015
-113.606,53.307,EDMONTON INTERNATIONAL CS,3012206,AB,14.9,0.0,,29.6,0.0,0.2,0.0,,,,,,,,,,,,102.8,6.5,2015
-113.517,53.573,EDMONTON BLATCHFORD,3012209,AB,18.2,0.0,,31.0,0.0,5.9,0.0,,,,16.6,0.0,,,3.0,,,,40.2,46.2,2015
-113.467,53.667,EDMONTON NAMAO AWOS A,3012212,AB,16.2,1.0,,30.5,1.0,2.9,1.0,,,,34.5,2.0,,,9.0,,,,69.5,14.7,2015
-113.579,53.31,EDMONTON INTL A,3012216,AB,14.9,0.0,,29.5,0.0,0.8,0.0,0.0,1.0,,25.3,2.0,,,6.0,,,,102.1,6.2,2015
-113.856,53.668,EDMONTON VILLENEUVE A,3012229,AB,16.3,0.0,,30.6,0.0,2.1,0.0,,,,17.8,0.0,,,4.0,,,,66.4,14.4,2015
-114.108,53.548,EDMONTON STONY PLAIN,301222F,AB,17.1,0.0,1.1,29.9,0.0,3.7,0.0,0.0,0.0,0.0,30.8,0.0,49.0,0.0,4.0,,,,56.4,28.8,2015
-113.75,53.417,EDMONTON WOODBEND,3012230,AB,15.8,0.0,0.6,30.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,42.0,0.0,5.0,,,,81.4,13.6,2015
-112.868,53.683,ELK ISLAND NAT PARK,3012275,AB,16.4,0.0,0.7,30.0,0.0,1.7,0.0,,,,10.3,0.0,20.0,,2.0,,,,73.9,22.9,2015
-111.0,52.967,FABYAN,3012515,AB,16.0,0.0,0.1,33.5,0.0,1.0,0.0,0.0,0.0,0.0,83.2,0.0,136.0,0.0,7.0,,,,78.2,16.4,2015
-112.858,52.744,FERINTOSH AGCM,3012590,AB,15.4,0.0,,31.1,0.0,0.9,0.0,,,,31.8,5.0,,,5.0,,,,92.9,11.1,2015
-112.12,52.467,FORESTBURG PLANT SITE,3012652,AB,17.1,2.0,-0.3,31.5,2.0,3.5,2.0,0.0,2.0,,80.6,2.0,,0.0,9.0,,,,53.1,27.6,2015
-112.123,52.548,FORESTBURG AGCM,3012653,AB,16.4,0.0,,33.9,0.0,0.8,0.0,,,,4.0,25.0,,,1.0,,,,70.1,19.5,2015
-113.183,53.717,FORT SASKATCHEWAN,3012710,AB,17.6,8.0,1.7,31.0,8.0,4.0,8.0,0.0,8.0,,31.2,8.0,,0.0,6.0,,,,30.2,21.1,2015
-110.621,53.071,GILT EDGE NORTH AGCM,3012790,AB,17.0,0.0,,34.5,0.0,1.6,0.0,,,,60.6,7.0,,,3.0,,,,60.7,29.7,2015
-114.539,53.833,GLENEVIS AGCM,3012818,AB,16.5,0.0,,30.1,0.0,3.2,0.0,,,,,,,,,,,,61.9,15.4,2015
-112.164,52.116,HALKIRK AGCM,3012999,AB,16.8,6.0,,33.0,6.0,1.6,5.0,,,,31.3,16.0,,,7.0,,,,49.1,18.0,2015
-111.212,51.78,HEMARUKA AGCM,3013140,AB,17.0,0.0,,35.7,0.0,2.1,0.0,,,,24.8,9.0,,,3.0,,,,64.6,33.4,2015
-112.246,53.185,HOLDEN AGDM,3013340,AB,15.8,0.0,,31.1,0.0,0.9,0.0,,,,,,,,,,,,80.2,12.5,2015
-110.784,52.578,HUGHENDEN AGCM,3013362,AB,17.0,0.0,,34.7,0.0,2.2,0.0,,,,39.2,2.0,,,4.0,,,,61.2,29.7,2015
-111.872,52.848,KILLAM AGDM,3013640,AB,16.2,0.0,,33.2,0.0,0.7,0.0,,,,84.3,4.0,,,21.0,,,,73.6,16.7,2015
-111.113,52.29,KESSLER AGCM,3013644,AB,16.6,0.0,,34.2,0.0,1.1,0.0,,,,77.2,3.0,,,6.0,,,,67.6,25.3,2015
-110.416,53.353,KITSCOTY AGCM,3013660,AB,16.7,0.0,,33.5,0.0,3.4,0.0,,,,65.8,0.0,,,8.0,,,,65.4,24.2,2015
-113.474,54.003,LEGAL AGCM,3013790,AB,16.4,0.0,,30.4,0.0,2.6,0.0,,,,8.3,8.0,,,2.0,,,,68.7,20.3,2015
-110.579,53.943,LINDBERGH AGDM,3013921,AB,15.0,0.0,,31.3,0.0,-1.5,0.0,,,,52.0,1.0,,,9.0,,,,102.3,9.2,2015
-110.073,53.309,LLOYDMINSTER,3013959,AB,16.9,4.0,,32.0,4.0,3.6,4.0,,,,96.6,6.0,,,5.0,,,,51.4,22.8,2015
-110.073,53.309,LLOYDMINSTER A,3013961,AB,16.6,1.0,0.7,32.0,1.0,3.6,1.0,0.0,1.0,,86.4,1.0,,0.0,8.0,,,,64.7,23.5,2015
-112.267,53.083,HOLDEN SOUTH,3013C44,AB,,,,,,,,0.0,0.0,0.0,60.5,0.0,97.0,0.0,9.0,,,,,,2015
-111.255,53.456,MANNVILLE AGCM,3014195,AB,16.3,0.0,,31.9,0.0,2.0,0.0,,,,50.2,0.0,,,7.0,,,,73.4,19.9,2015
-110.55,52.017,MONITOR,3014600,AB,,,,,,,,0.0,0.0,,69.8,0.0,130.0,0.0,5.0,,,,,,2015
-112.3,53.567,MUNDARE AGDM,3014665,AB,15.6,4.0,,28.5,4.0,2.4,1.0,,,,23.2,10.0,,,2.0,,,,71.2,6.9,2015
-111.114,53.72,MYRNAM AGCM,3014690,AB,15.8,0.0,,31.8,0.0,-3.0,0.0,,,,20.8,6.0,,,2.0,,,,82.5,14.0,2015
-113.165,53.262,NEW SAREPTA AGCM,3014795,AB,15.9,0.0,,30.3,0.0,2.0,0.0,,,,17.0,4.0,,,6.0,,,,77.8,13.1,2015
-113.35,53.65,OLIVER AGDM,3014921,AB,15.8,0.0,,29.8,0.0,1.5,0.0,,,,,,,,,,,,81.9,13.0,2015
-112.879,53.995,RADWAY AGCM,3015346,AB,15.8,0.0,,31.1,0.0,0.2,0.0,,,,,,,,,,,,84.3,15.8,2015
-111.726,53.425,RANFURLY AUTO,3015401,AB,16.7,0.0,,31.8,0.0,2.8,0.0,,,,31.6,0.0,,,4.0,,,,64.7,25.6,2015
-110.343,52.587,RIBSTONE SOUTH AGCM,3015480,AB,17.0,0.0,,33.4,0.0,1.4,0.0,,,,24.8,11.0,,,1.0,,,,59.1,27.1,2015
-110.102,53.019,RIVERCOURSE AGCM,3015501,AB,17.2,5.0,,32.8,4.0,3.1,3.0,,,,79.3,11.0,,,6.0,,,,46.5,24.4,2015
-114.912,52.421,ROCKY MTN HOUSE (AUT),3015523,AB,14.5,0.0,,31.5,0.0,-0.5,0.0,,,,80.0,1.0,,,6.0,,,,111.9,4.3,2015
-112.428,52.78,ROSALIND AGCM,3015600,AB,16.2,0.0,,32.5,0.0,1.9,0.0,,,,41.4,0.0,,,7.0,,,,74.0,19.7,2015
-111.453,54.282,ST. LINA AGCM,3015673,AB,16.0,0.0,,29.8,0.0,1.6,0.0,,,,30.4,7.0,,,5.0,,,,77.1,13.8,2015
-111.272,54.011,ST. PAUL AGCM,3015676,AB,16.0,8.0,,28.6,7.0,1.0,7.0,,,,21.1,12.0,,,3.0,,,,55.9,9.7,2015
-110.755,51.59,SEDALIA AGCM,3015797,AB,17.6,0.0,,36.5,0.0,2.9,0.0,,,,52.4,6.0,,,4.0,,,,55.0,41.6,2015
-111.7,52.783,SEDGEWICK TOWN,3015808,AB,18.3,0.0,2.3,36.0,0.0,4.0,0.0,0.0,0.0,,34.0,0.0,53.0,0.0,4.0,,,,34.0,44.0,2015
-112.539,53.333,SHONTS AGCM,3015900,AB,15.7,0.0,,32.2,0.0,-0.1,0.0,,,,18.5,4.0,,,4.0,,,,83.6,11.2,2015
-112.499,54.278,SMOKY LAKE AGDM,3016022,AB,15.8,0.0,,29.9,0.0,0.7,0.0,,,,16.9,0.0,,,2.0,,,,81.9,14.6,2015
-111.683,51.816,SPONDIN AGCM,3016070,AB,16.8,0.0,,35.5,0.0,1.7,0.0,,,,58.7,10.0,,,11.0,,,,64.0,27.2,2015
-112.596,52.347,STETTLER AGDM,3016124,AB,16.2,0.0,,32.3,0.0,3.1,0.0,,,,101.2,3.0,,,5.0,,,,75.4,19.1,2015
-113.895,53.217,THORSBY AGCM,3016441,AB,15.6,0.0,,29.9,0.0,1.5,0.0,,,,20.1,6.0,,,5.0,,,,86.3,11.1,2015
-114.718,53.439,TOMAHAWK AGDM,3016505,AB,17.6,17.0,,30.0,17.0,6.1,15.0,,,,10.6,20.0,,,3.0,,,,18.2,12.9,2015
-110.081,53.664,TULLIBY LAKE AGCM,3016593,AB,16.3,0.0,,33.9,0.0,-0.2,0.0,,,,53.3,2.0,,,4.0,,,,74.2,21.4,2015
-113.033,53.5,UNCAS,3016650,AB,,,,,,,,0.0,0.0,,51.2,0.0,,0.0,9.0,,,,,,2015
-111.678,53.625,TWO HILLS AGDM,3016655,AB,16.6,0.0,,30.8,0.0,1.8,0.0,,,,21.0,5.0,,,3.0,,,,67.8,24.2,2015
-110.882,53.344,VERMILION AGDM,3016802,AB,16.2,0.0,,32.6,0.0,1.2,0.0,,,,20.2,4.0,,,5.0,,,,74.7,18.1,2015
-111.732,53.182,VIKING AGCM,3016841,AB,16.6,0.0,,32.9,0.0,1.6,0.0,,,,22.0,7.0,,,5.0,,,,67.6,23.7,2015
-111.767,53.283,VIKING NORTH 3,3016845,AB,15.9,0.0,,33.0,0.0,1.0,0.0,0.0,0.0,,39.0,0.0,,0.0,11.0,,,,84.2,18.6,2015
-111.921,54.13,VILNA AGCM,3016852,AB,15.5,0.0,,30.1,0.0,-0.6,0.0,,,,19.0,8.0,,,3.0,,,,86.9,10.0,2015
-115.126,53.144,VIOLET GROVE CS,3016860,AB,15.5,0.0,,28.9,0.0,2.8,0.0,,,,,,,,,,,,84.7,6.9,2015
-112.098,53.505,VEGREVILLE,3016GF0,AB,16.6,0.0,1.0,31.6,0.0,-0.2,0.0,,,,26.8,0.0,52.0,,3.0,,,,63.8,20.0,2015
-113.444,52.98,WETASKIWIN AGCM,3017282,AB,15.6,0.0,,31.8,0.0,2.0,0.0,,,,6.5,10.0,,,2.0,,,,84.3,9.3,2015
-114.108,53.547,EDMONTON STONY PLAIN CS,301A001,AB,16.8,0.0,,29.5,0.0,3.4,0.0,,,,28.4,0.0,,,4.0,,,,61.5,24.8,2015
-110.206,51.67,ESTHER 1,301B460,AB,17.6,0.0,,35.2,0.0,0.7,0.0,,,,72.5,0.0,,,5.0,,,,52.4,40.3,2015
-113.533,53.517,UNIVERSITY OF ALBERTA METABOLIC CENTRE,301FFNJ,AB,18.0,15.0,2.1,31.0,10.0,5.0,11.0,0.0,0.0,,32.6,0.0,44.0,0.0,5.0,,,,18.0,17.8,2015
-111.096,52.829,WAINWRIGHT CFB AIRFIELD 21,301S001,AB,17.3,1.0,,34.8,1.0,3.9,0.0,,,,93.1,1.0,,,6.0,,,,54.8,32.6,2015
-110.317,51.066,ACADIA VALLEY,3020035,AB,18.5,0.0,,36.6,0.0,3.2,0.0,,,,102.1,8.0,,,8.0,,,,42.6,57.6,2015
-111.006,50.81,ATLEE AGCM,3020405,AB,18.6,0.0,,36.2,0.0,4.5,0.0,,,,34.0,10.0,,,2.0,,,,42.7,60.1,2015
-113.357,51.379,BEISEKER AGCM,3020610,AB,15.5,0.0,,34.2,0.0,1.0,0.0,,,,102.9,1.0,,,7.0,,,,87.4,10.0,2015
-112.803,51.998,BIG VALLEY AGCM,3020679,AB,16.4,0.0,,32.8,0.0,2.6,0.0,,,,54.6,5.0,,,6.0,,,,73.1,22.5,2015
-112.252,51.775,CRAIGMYLE AGCM,3021912,AB,16.3,1.0,,32.0,1.0,1.8,0.0,,,,108.9,1.0,,,8.0,,,,71.2,21.3,2015
-112.283,51.767,CRAIGMYLE,3021940,AB,16.3,0.0,0.1,35.0,0.0,3.0,0.0,0.0,0.0,,121.2,0.0,210.0,0.0,10.0,,,,72.8,19.4,2015
-112.677,51.445,DRUMHELLER EAST,30221LG,AB,17.7,0.0,,36.7,0.0,3.4,0.0,,,,96.8,1.0,,,7.0,,,,49.3,40.8,2015
-114.486,52.31,HESPERO AGCM,3023200,AB,15.0,0.0,,32.5,0.0,0.0,0.0,,,,58.7,4.0,,,5.0,,,,97.4,4.7,2015
-112.5,51.183,HUSSAR AGDM,3023402,AB,16.5,0.0,,34.5,0.0,4.0,0.0,,,,85.7,3.0,,,5.0,,,,72.1,25.1,2015
-113.756,52.449,LACOMBE CDA 2,3023722,AB,15.7,0.0,,33.5,0.0,2.4,0.0,,,,48.9,0.0,,,4.0,,,,85.6,12.9,2015
-114.473,52.553,LEEDALE AGDM,3023740,AB,14.1,0.0,,31.3,0.0,0.2,0.0,,,,22.4,17.0,,,2.0,,,,123.1,2.2,2015
-113.656,51.619,LINDEN AGCM,3023850,AB,15.3,0.0,,33.6,0.0,0.3,0.0,,,,81.1,1.0,,,8.0,,,,92.4,8.7,2015
-112.675,51.66,MORRIN AGDM,3024668,AB,16.0,0.0,,33.8,0.0,2.4,0.0,,,,110.3,2.0,,,10.0,,,,81.5,20.5,2015
-114.085,51.759,OLDS AGDM,3024925,AB,15.3,0.0,,32.4,0.0,2.0,0.0,,,,107.5,3.0,,,7.0,,,,91.9,9.6,2015
-110.35,51.383,OYEN AGDM,3024965,AB,17.3,0.0,,35.4,0.0,2.8,0.0,,,,56.7,9.0,,,5.0,,,,61.9,39.1,2015
